Edad,Sexo,Nivel_Educativo,Estado_Civil,Sector_Economico,Inscrito_Camara_Comercio,Probabilidad_Inscripcion,Prediccion_Modelo,Riesgo_Desercion
29.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
63.0,F,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
49.0,F,TERCERO,UNION LIBRE,COMERCIAL,0.0,0.06,No,ALTO
25.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.06,No,ALTO
51.0,F,TECNICO,DIVORCIADO/A,COMERCIAL,0.0,0.17,No,ALTO
41.0,M,UNDECIMO,UNION LIBRE,MANUFACTURERO,0.0,0.05,No,ALTO
57.0,F,UNDECIMO,CASADO/A,COMERCIAL,0.0,0.0,No,ALTO
53.0,M,SEXTO,UNION LIBRE,SERVICIOS,0.0,0.08,No,ALTO
57.0,F,QUINTO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
49.0,M,SEXTO,SOLTERO/A,SERVICIOS,0.0,0.03,No,ALTO
28.0,M,TECNICO,CASADO/A,COMERCIAL,0.0,0.07,No,ALTO
70.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.01,No,ALTO
43.0,F,PROFESIONAL,UNION LIBRE,SERVICIOS,0.0,0.1375,No,ALTO
35.0,M,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.4234999999999999,Sí,MEDIO
22.0,M,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
55.0,F,NOVENO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
29.0,F,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
31.0,F,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.5324285714285713,Sí,MEDIO
23.0,F,OCTAVO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
60.0,M,UNDECIMO,CASADO/A,COMERCIAL,0.0,0.04,No,ALTO
24.0,M,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
32.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.019,No,ALTO
33.0,F,PROFESIONAL,DIVORCIADO/A,SERVICIOS,1.0,0.71,Sí,BAJO
38.0,M,PROFESIONAL,CASADO/A,COMERCIAL,1.0,0.5548333333333333,Sí,MEDIO
55.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.03,No,ALTO
32.0,F,TECNOLOGO,UNION LIBRE,COMERCIAL,1.0,0.732761904761905,Sí,BAJO
31.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
78.0,M,SEXTO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
28.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.01,No,ALTO
65.0,F,OCTAVO,VIUDO/A,COMERCIAL,0.0,0.02,No,ALTO
19.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.3449523809523809,No,MEDIO
61.0,M,CUARTO,DIVORCIADO/A,COMERCIAL,0.0,0.04,No,ALTO
66.0,F,TERCERO,SOLTERO/A,MANUFACTURERO,0.0,0.01,No,ALTO
76.0,M,QUINTO,CASADO/A,COMERCIAL,0.0,0.1416666666666666,No,ALTO
53.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,0.0,0.3,No,MEDIO
55.0,M,UNDECIMO,CASADO/A,COMERCIAL,0.0,0.01,No,ALTO
31.0,M,PROFESIONAL,UNION LIBRE,SERVICIOS,0.0,0.005,No,ALTO
52.0,F,SEGUNDO,DIVORCIADO/A,SERVICIOS,0.0,0.01,No,ALTO
46.0,F,UNDECIMO,SEPARADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
66.0,F,SEPTIMO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
62.0,M,UNDECIMO,VIUDO/A,COMERCIAL,0.0,0.15,No,ALTO
68.0,M,SEXTO,DIVORCIADO/A,MANUFACTURERO,0.0,0.23,No,ALTO
71.0,M,TERCERO,VIUDO/A,COMERCIAL,0.0,0.76,Sí,BAJO
76.0,M,QUINTO,CASADO/A,SERVICIOS,0.0,0.21,No,ALTO
75.0,F,QUINTO,CASADO/A,SERVICIOS,0.0,0.16,No,ALTO
67.0,M,QUINTO,UNION LIBRE,COMERCIAL,0.0,0.02,No,ALTO
42.0,F,TECNICO,CASADO/A,COMERCIAL,0.0,0.0,No,ALTO
41.0,M,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.4160079365079365,Sí,MEDIO
27.0,F,UNDECIMO,CASADO/A,COMERCIAL,0.0,0.0,No,ALTO
24.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
60.0,M,PROFESIONAL,CASADO/A,TRANSPORTE,1.0,0.84,Sí,BAJO
49.0,M,UNDECIMO,UNION LIBRE,TRANSPORTE,1.0,0.85,Sí,BAJO
45.0,F,PROFESIONAL,SOLTERO/A,TRANSPORTE,1.0,0.81,Sí,BAJO
44.0,M,UNDECIMO,UNION LIBRE,TRANSPORTE,1.0,0.88,Sí,BAJO
57.0,F,QUINTO,UNION LIBRE,TRANSPORTE,1.0,0.44,Sí,MEDIO
22.0,F,POSTGRADO,SOLTERO/A,MANUFACTURERO,0.0,0.08,No,ALTO
57.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.015,No,ALTO
21.0,M,TECNOLOGO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
56.0,F,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.04,No,ALTO
61.0,M,UNDECIMO,CASADO/A,COMERCIAL,1.0,0.05,No,ALTO
36.0,F,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.31,No,MEDIO
37.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.005,No,ALTO
39.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
51.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
37.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.0533333333333333,No,ALTO
30.0,F,PROFESIONAL,CASADO/A,COMERCIAL,0.0,0.02,No,ALTO
25.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0128888888888888,No,ALTO
53.0,F,UNDECIMO,CASADO/A,SERVICIOS,1.0,0.73,Sí,BAJO
73.0,M,PROFESIONAL,DIVORCIADO/A,COMERCIAL,0.0,0.0,No,ALTO
61.0,M,NOVENO,SOLTERO/A,COMERCIAL,0.0,0.21,No,ALTO
74.0,F,SEXTO,VIUDO/A,COMERCIAL,0.0,0.04,No,ALTO
65.0,M,UNDECIMO,CASADO/A,SERVICIOS,0.0,0.15,No,ALTO
69.0,M,PROFESIONAL,UNION LIBRE,COMERCIAL,1.0,0.6116666666666667,Sí,BAJO
75.0,F,UNDECIMO,VIUDO/A,MANUFACTURERO,0.0,0.105,No,ALTO
52.0,M,UNDECIMO,CASADO/A,MANUFACTURERO,0.0,0.0966666666666666,No,ALTO
64.0,F,UNDECIMO,DIVORCIADO/A,MANUFACTURERO,0.0,0.02,No,ALTO
49.0,M,TECNICO,CASADO/A,MANUFACTURERO,1.0,0.69,Sí,BAJO
59.0,M,NOVENO,CASADO/A,MANUFACTURERO,1.0,0.64,Sí,BAJO
74.0,M,NINGUNO,VIUDO/A,MANUFACTURERO,1.0,0.81,Sí,BAJO
60.0,M,OCTAVO,UNION LIBRE,MANUFACTURERO,0.0,0.13,No,ALTO
36.0,M,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.23,No,ALTO
65.0,M,SEXTO,DIVORCIADO/A,MANUFACTURERO,1.0,0.68,Sí,BAJO
52.0,M,UNDECIMO,UNION LIBRE,MANUFACTURERO,1.0,0.78,Sí,BAJO
48.0,M,UNDECIMO,UNION LIBRE,MANUFACTURERO,1.0,0.66,Sí,BAJO
60.0,M,UNDECIMO,CASADO/A,MANUFACTURERO,1.0,0.685,Sí,BAJO
37.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,1.0,0.86,Sí,BAJO
43.0,M,PROFESIONAL,SOLTERO/A,COMERCIAL,0.0,0.22,No,ALTO
21.0,F,UNDECIMO,UNION LIBRE,SERVICIOS,0.0,0.0,No,ALTO
41.0,F,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.01,No,ALTO
57.0,F,UNDECIMO,CASADO/A,MANUFACTURERO,0.0,0.0244999999999999,No,ALTO
46.0,M,UNDECIMO,UNION LIBRE,SERVICIOS,0.0,0.05,No,ALTO
20.0,F,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
56.0,M,UNDECIMO,CASADO/A,SERVICIOS,0.0,0.235,No,ALTO
32.0,F,POSTGRADO,CASADO/A,COMERCIAL,0.0,0.04,No,ALTO
69.0,F,QUINTO,VIUDO/A,MANUFACTURERO,0.0,0.06,No,ALTO
63.0,F,UNDECIMO,UNION LIBRE,MANUFACTURERO,0.0,0.0,No,ALTO
41.0,F,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.01,No,ALTO
64.0,M,UNDECIMO,CASADO/A,MANUFACTURERO,1.0,0.82,Sí,BAJO
49.0,M,TECNICO,UNION LIBRE,MANUFACTURERO,1.0,0.365,No,MEDIO
53.0,M,PROFESIONAL,CASADO/A,MANUFACTURERO,1.0,0.9,Sí,BAJO
43.0,M,TECNICO,UNION LIBRE,SERVICIOS,0.0,0.0774999999999999,No,ALTO
52.0,F,UNDECIMO,CASADO/A,SERVICIOS,1.0,0.6,Sí,MEDIO
59.0,F,QUINTO,DIVORCIADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
28.0,M,PROFESIONAL,SOLTERO/A,MANUFACTURERO,0.0,0.01,No,ALTO
25.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
24.0,F,TECNOLOGO,SOLTERO/A,MANUFACTURERO,0.0,0.01,No,ALTO
40.0,F,PROFESIONAL,CASADO/A,SERVICIOS,0.0,0.04,No,ALTO
25.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.03,No,ALTO
39.0,F,Tecnico,CASADO/A,MANUFACTURERO,0.0,0.07,No,ALTO
51.0,M,UNDECIMO,CASADO/A,MANUFACTURERO,0.0,0.0666666666666666,No,ALTO
40.0,M,UNDECIMO,CASADO/A,SERVICIOS,0.0,0.11,No,ALTO
26.0,F,UNDECIMO,UNION LIBRE,Comercial,0.0,0.0,No,ALTO
41.0,M,UNDECIMO,CASADO/A,MANUFACTURERO,1.0,0.6,Sí,MEDIO
39.0,M,UNDECIMO,UNION LIBRE,MANUFACTURERO,0.0,0.01,No,ALTO
37.0,F,UNDECIMO,UNION LIBRE,MANUFACTURERO,1.0,0.02,No,ALTO
20.0,F,TECNICO,SOLTERO/A,COMERCIAL,0.0,0.0,No,ALTO
57.0,F,TECNICO,CASADO/A,TRANSPORTE,1.0,0.46,Sí,MEDIO
27.0,F,TECNOLOGO,SOLTERO/A,MANUFACTURERO,0.0,0.0033333333333333,No,ALTO
47.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.19,No,ALTO
22.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
46.0,F,PROFESIONAL,CASADO/A,Servicios,1.0,0.7553333333333333,Sí,BAJO
28.0,F,PROFESIONAL,CASADO/A,MANUFACTURERO,0.0,0.01,No,ALTO
37.0,F,UNDECIMO,VIUDO/A,MANUFACTURERO,0.0,0.4848333333333333,Sí,MEDIO
23.0,M,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.0,No,ALTO
36.0,M,PROFESIONAL,CASADO/A,MANUFACTURERO,0.0,0.2316666666666667,No,ALTO
60.0,F,QUINTO,CASADO/A,SERVICIOS,0.0,0.07,No,ALTO
30.0,F,PROFESIONAL,UNION LIBRE,COMERCIAL,0.0,0.0,No,ALTO
26.0,M,UNDECIMO,UNION LIBRE,SERVICIOS,0.0,0.0,No,ALTO
33.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.1,No,ALTO
52.0,F,NOVENO,DIVORCIADO/A,COMERCIAL,0.0,0.03,No,ALTO
36.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.0197023809523809,No,ALTO
34.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.0353571428571428,No,ALTO
40.0,M,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.08,No,ALTO
37.0,F,TECNOLOGO,CASADO/A,MANUFACTURERO,0.0,0.1008333333333333,No,ALTO
55.0,F,POSTGRADO,SOLTERO/A,COMERCIAL,1.0,0.71,Sí,BAJO
32.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,1.0,0.61,Sí,BAJO
40.0,M,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.1,No,ALTO
61.0,F,PROFESIONAL,DIVORCIADO/A,MANUFACTURERO,0.0,0.119,No,ALTO
66.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.07,No,ALTO
78.0,F,SEGUNDO,VIUDO/A,COMERCIAL,0.0,0.28,No,ALTO
66.0,M,UNDECIMO,VIUDO/A,MANUFACTURERO,0.0,0.24,No,ALTO
79.0,F,SEGUNDO,CASADO/A,SERVICIOS,0.0,0.17,No,ALTO
60.0,F,UNDECIMO,CASADO/A,MANUFACTURERO,0.0,0.0166666666666666,No,ALTO
69.0,F,SEGUNDO,SOLTERO/A,COMERCIAL,0.0,0.03,No,ALTO
72.0,M,TERCERO,CASADO/A,MANUFACTURERO,0.0,0.1,No,ALTO
74.0,F,QUINTO,VIUDO/A,MANUFACTURERO,0.0,0.11,No,ALTO
61.0,M,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.26,No,ALTO
73.0,F,TECNICO,VIUDO/A,MANUFACTURERO,0.0,0.025,No,ALTO
69.0,F,SEGUNDO,CASADO/A,MANUFACTURERO,0.0,0.03,No,ALTO
70.0,F,OCTAVO,VIUDO/A,MANUFACTURERO,0.0,0.02,No,ALTO
73.0,F,TERCERO,UNION LIBRE,SERVICIOS,0.0,0.08,No,ALTO
66.0,F,QUINTO,CASADO/A,MANUFACTURERO,0.0,0.0,No,ALTO
48.0,F,CUARTO,SOLTERO/A,SERVICIOS,0.0,0.37,No,MEDIO
75.0,M,NOVENO,SOLTERO/A,SERVICIOS,0.0,0.06,No,ALTO
78.0,F,QUINTO,SOLTERO/A,SERVICIOS,0.0,0.09,No,ALTO
71.0,F,NOVENO,CASADO/A,MANUFACTURERO,0.0,0.0783333333333333,No,ALTO
69.0,F,QUINTO,CASADO/A,MANUFACTURERO,0.0,0.04,No,ALTO
69.0,F,UNDECIMO,VIUDO/A,MANUFACTURERO,0.0,0.015,No,ALTO
72.0,F,NOVENO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
39.0,F,PROFESIONAL,SOLTERO/A,COMERCIAL,1.0,0.2,No,ALTO
59.0,F,TECNICO,DIVORCIADO/A,MANUFACTURERO,1.0,0.57,Sí,MEDIO
36.0,M,TECNOLOGO,UNION LIBRE,MANUFACTURERO,1.0,0.82,Sí,BAJO
31.0,F,UNDECIMO,UNION LIBRE,COMERCIAL,0.0,0.5324285714285713,Sí,MEDIO
66.0,M,TECNICO,CASADO/A,MANUFACTURERO,0.0,0.2233333333333333,No,ALTO
55.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
30.0,F,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.004,No,ALTO
26.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
50.0,M,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.0,No,ALTO
56.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
39.0,M,UNDECIMO,NO ESPECIFICA,SERVICIOS,0.0,0.02,No,ALTO
59.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
38.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
42.0,F,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.03,No,ALTO
28.0,M,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
44.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.02,No,ALTO
31.0,M,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.01,No,ALTO
39.0,F,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.03,No,ALTO
28.0,M,NINGUNO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
47.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
30.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
53.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
49.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
49.0,M,NINGUNO,NO ESPECIFICA,COMERCIAL,0.0,0.08,No,ALTO
46.0,F,NINGUNO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
31.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
52.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
36.0,M,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.02,No,ALTO
37.0,M,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.0,No,ALTO
33.0,M,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.02,No,ALTO
60.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
65.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
36.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
74.0,M,NINGUNO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.02,No,ALTO
44.0,F,NINGUNO,NO ESPECIFICA,MANUFACTURERO,0.0,0.02,No,ALTO
44.0,M,NINGUNO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
55.0,F,NO ESPECIFICA,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
68.0,M,NO ESPECIFICA,NO ESPECIFICA,SERVICIOS,0.0,0.01,No,ALTO
60.0,M,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.01,No,ALTO
57.0,F,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.2,No,ALTO
41.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
56.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
35.0,M,NINGUNO,NO ESPECIFICA,COMERCIAL,0.0,0.02,No,ALTO
46.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
42.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
66.0,M,NINGUNO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.01,No,ALTO
44.0,F,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.03,No,ALTO
44.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
47.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
60.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
28.0,M,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
75.0,M,NINGUNO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.02,No,ALTO
28.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
33.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
70.0,M,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.02,No,ALTO
28.0,M,UNDECIMO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
40.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
49.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
50.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
57.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
58.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
43.0,M,UNDECIMO,NO ESPECIFICA,SERVICIOS,0.0,0.0,No,ALTO
41.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
33.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
27.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
32.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.03,No,ALTO
51.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
39.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
47.0,F,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
43.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
68.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
36.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
50.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
40.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
34.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
37.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
78.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.02,No,ALTO
44.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
56.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
61.0,F,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.05,No,ALTO
70.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
39.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
65.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
40.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
39.0,M,QUINTO,NO ESPECIFICA,NO ESPECIFICA,0.0,0.0,No,ALTO
69.0,F,NO ESPECIFICA,NO ESPECIFICA,NO ESPECIFICA,0.0,0.04,No,ALTO
37.0,M,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.0,No,ALTO
28.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
41.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
39.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
64.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
60.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
40.0,M,QUINTO,NO ESPECIFICA,SERVICIOS,0.0,0.0,No,ALTO
30.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.04,No,ALTO
29.0,M,NINGUNO,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
75.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.03,No,ALTO
57.0,F,NO ESPECIFICA,NO ESPECIFICA,SERVICIOS,0.0,0.04,No,ALTO
41.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.04,No,ALTO
54.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
62.0,M,NO ESPECIFICA,NO ESPECIFICA,SERVICIOS,0.0,0.01,No,ALTO
47.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
76.0,M,NO ESPECIFICA,NO ESPECIFICA,COMERCIAL,0.0,0.03,No,ALTO
43.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
50.0,M,NO ESPECIFICA,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
49.0,M,UNDECIMO,NO ESPECIFICA,COMERCIAL,0.0,0.03,No,ALTO
60.0,M,NO ESPECIFICA,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
45.0,M,QUINTO,NO ESPECIFICA,COMERCIAL,0.0,0.0,No,ALTO
34.0,F,NO ESPECIFICA,NO ESPECIFICA,SERVICIOS,0.0,0.01,No,ALTO
45.0,M,NO ESPECIFICA,NO ESPECIFICA,COMERCIAL,0.0,0.01,No,ALTO
32.0,M,PROFESIONAL,NO ESPECIFICA,COMERCIAL,0.0,0.04,No,ALTO
33.0,M,NO ESPECIFICA,NO ESPECIFICA,SERVICIOS,0.0,0.0,No,ALTO
33.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,1.0,0.1,No,ALTO
52.0,M,POSTGRADO,DIVORCIADO/A,SERVICIOS,0.0,0.07,No,ALTO
45.0,M,TECNOLOGO,CASADO/A,MANUFACTURERO,0.0,0.16,No,ALTO
55.0,F,PROFESIONAL,UNION LIBRE,MANUFACTURERO,0.0,0.33,No,MEDIO
53.0,F,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.01,No,ALTO
36.0,F,UNDECIMO,UNION LIBRE,SERVICIOS,0.0,0.03,No,ALTO
28.0,M,UNDECIMO,SOLTERO/A,SERVICIOS,0.0,0.04,No,ALTO
58.0,M,DUODECIMO,SOLTERO/A,COMERCIAL,0.0,0.1,No,ALTO
36.0,F,TECNICO,SOLTERO/A,SERVICIOS,0.0,0.457952380952381,Sí,MEDIO
38.0,F,UNDECIMO,SOLTERO/A,COMERCIAL,0.0,0.02,No,ALTO
38.0,M,UNDECIMO,CASADO/A,COMERCIAL,0.0,0.5265000000000001,Sí,MEDIO
51.0,F,SEXTO,SOLTERO/A,MANUFACTURERO,0.0,0.04,No,ALTO
63.0,F,UNDECIMO,VIUDO/A,SERVICIOS,0.0,0.08,No,ALTO
43.0,M,TECNICO,UNION LIBRE,COMERCIAL,0.0,0.66,Sí,BAJO
40.0,F,QUINTO,UNION LIBRE,COMERCIAL,0.0,0.0266666666666666,No,ALTO
58.0,F,TECNICO,DIVORCIADO/A,MANUFACTURERO,0.0,0.38,No,MEDIO
48.0,F,TECNICO,SOLTERO/A,MANUFACTURERO,0.0,0.0,No,ALTO
54.0,M,PROFESIONAL,SOLTERO/A,SERVICIOS,0.0,0.06,No,ALTO
72.0,M,SEXTO,CASADO/A,SERVICIOS,0.0,0.02,No,ALTO
66.0,M,UNDECIMO,SOLTERO/A,MANUFACTURERO,0.0,0.04,No,ALTO
62.0,F,QUINTO,CASADO/A,SERVICIOS,0.0,0.02,No,ALTO
43.0,M,UNDECIMO,SOLTERO/A,NO ESPECIFICA,0.0,0.47,Sí,MEDIO
61.0,F,TECNICO,CASADO/A,MANUFACTURERO,1.0,0.5056666666666666,Sí,MEDIO
